serial_num	species	lib_type	srr_number	URL	title	A1	C1	G1	T1	N1	A2	C2	G2	T2	N2	A3	C3	G3	T3	N3	A4	C4	G4	T4	N4	A5	C5	G5	T5	N5	A6	C6	G6	T6	N6	A7	C7	G7	T7	N7	A8	C8	G8	T8	N8	A9	C9	G9	T9	N9	A10	C10	G10	T10	N10	A11	C11	G11	T11	N11	A12	C12	G12	T12	N12	A13	C13	G13	T13	N13	A14	C14	G14	T14	N14	A15	C15	G15	T15	N15	A16	C16	G16	T16	N16	A17	C17	G17	T17	N17	A18	C18	G18	T18	N18	A19	C19	G19	T19	N19	A20	C20	G20	T20	N20	A21	C21	G21	T21	N21	A22	C22	G22	T22	N22	A23	C23	G23	T23	N23	A24	C24	G24	T24	N24	A25	C25	G25	T25	N25	A26	C26	G26	T26	N26	A27	C27	G27	T27	N27	A28	C28	G28	T28	N28	A29	C29	G29	T29	N29	A30	C30	G30	T30	N30	A31	C31	G31	T31	N31	A32	C32	G32	T32	N32	A33	C33	G33	T33	N33	A34	C34	G34	T34	N34	A35	C35	G35	T35	N35	A36	C36	G36	T36	N36	A37	C37	G37	T37	N37	A38	C38	G38	T38	N38	A39	C39	G39	T39	N39	A40	C40	G40	T40	N40	A41	C41	G41	T41	N41	A42	C42	G42	T42	N42	A43	C43	G43	T43	N43	A44	C44	G44	T44	N44	A45	C45	G45	T45	N45	A46	C46	G46	T46	N46	A47	C47	G47	T47	N47	A48	C48	G48	T48	N48	A49	C49	G49	T49	N49	A50	C50	G50	T50	N50	
entry_no	species	type	SRR	URL	title	
entry_no	species	type	SRR	URL	title	
10429	Mus musculus	ATAC-seq	SRR8994250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR899/000/SRR8994250/SRR8994250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR899/000/SRR8994250/SRR8994250_2.fastq.gz	Distruption of TOX and TOX2 transcription factors in CAR T cells limits T cell exhaustion [ATAC-Seq]	22	25	39	12	0	21	24	17	36	0	23	26	18	30	0	17	30	13	37	0	36	13	14	35	0	37	13	30	18	0	30	18	27	23	0	35	18	24	21	0	15	36	24	23	0	28	20	15	34	0	24	19	33	23	0	27	22	19	30	0	22	23	28	25	0	23	28	20	27	0	31	23	22	22	0	29	21	22	26	0	29	21	20	28	0	29	21	20	28	0	28	20	21	28	0	29	21	20	29	0	29	21	21	27	0	28	21	21	27	0	29	21	21	27	0	28	21	21	28	0	28	21	21	28	0	28	21	21	28	0	29	21	21	27	0	28	21	21	28	0	28	21	21	28	0	28	22	21	28	0	27	21	21	29	0	29	21	20	28	0	29	21	20	28	0	28	20	21	29	0	28	21	21	28	0	28	21	21	28	0	27	21	21	28	0	28	21	21	28	0	28	21	21	28	0	28	21	21	29	0	27	21	21	29	0	27	22	20	29	0	26	22	21	29	0	27	21	20	30	0	26	22	20	30	0	26	22	19	30	0	26	22	20	30	0	27	22	19	30	0	26	22	19	31	0	26	22	18	31	0
2641	Mus musculus	ATAC-seq	SRR6492232	ftp.sra.ebi.ac.uk/vol1/fastq/SRR649/002/SRR6492232/SRR6492232_1.fastq.gz	Transcriptional control of macrophage inducible gene expression by cohesin [ATAC-Seq]	21	25	40	12	0	21	24	17	36	0	23	27	19	29	0	17	31	14	36	0	36	14	14	35	0	36	13	31	17	0	30	18	28	22	0	36	17	24	21	0	16	36	24	22	0	29	20	15	34	0	24	19	33	22	0	27	21	20	30	0	22	23	28	25	0	23	29	20	27	0	31	23	22	22	0	29	21	21	26	0	29	21	21	28	0	29	20	21	28	0	28	21	21	28	0	28	21	21	28	0	28	21	21	27	0	28	21	21	27	0	28	21	22	27	0	28	21	21	28	0	28	21	21	28	0	28	21	21	28	0	28	21	21	27	0	28	21	21	28	0	28	21	21	28	0	28	21	21	28	0	28	21	21	28	0	28	21	21	28	0	28	21	21	28	0	28	21	21	29	0	28	21	21	28	0	28	21	21	28	0	28	22	21	28	0	28	21	20	29	0	28	21	21	28	0	27	21	21	29	0	26	22	21	29	0	26	22	20	29	0	26	22	20	30	0	26	22	20	30	0	26	22	20	30	0	26	23	19	31	0	26	22	19	31	0	26	22	19	31	0	27	22	19	31	0	27	22	18	31	0
10979	Homo sapiens	ATAC-seq	SRR7225827	ftp.sra.ebi.ac.uk/vol1/fastq/SRR722/007/SRR7225827/SRR7225827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR722/007/SRR7225827/SRR7225827_2.fastq.gz	Chromatin-informed inference of transcriptional programs in gynecologic cancers	21	26	40	11	0	19	26	19	34	0	22	29	19	28	0	16	32	14	36	0	35	15	14	34	0	35	15	31	17	0	28	19	29	22	0	33	20	25	19	0	15	38	24	21	0	26	22	18	32	0	23	20	34	21	0	26	24	21	27	0	20	25	30	23	0	21	31	21	24	0	29	24	24	21	0	27	23	24	25	0	27	22	22	27	0	27	23	22	26	0	26	22	22	28	0	27	22	22	27	0	26	23	22	26	0	26	23	23	26	0	26	22	23	26	0	26	23	23	26	0	26	23	23	26	0	26	23	22	27	0	27	23	22	26	0	26	22	22	27	0	26	22	23	27	0	26	23	22	26	0	26	22	23	27	0	26	23	22	27	0	26	23	22	27	0	25	23	23	27	0	26	23	22	27	0	26	24	22	26	0	25	23	23	27	0	26	23	22	27	0	25	23	22	27	0	24	24	22	28	0	24	25	22	28	0	23	26	21	28	0	22	24	21	30	0	22	24	21	30	0	22	25	20	31	0	22	25	20	31	0	23	25	18	31	0	24	24	18	32	0	24	24	19	31	0	25	24	18	31	0
19205	Mus musculus	ATAC-seq	SRR8313143	ftp.sra.ebi.ac.uk/vol1/fastq/SRR831/003/SRR8313143/SRR8313143_1.fastq.gz	β-catenin safeguards the ground state of pluripotency by strengthening the robustness of the transcriptional apparatus	20	26	39	13	0	17	26	18	36	0	21	29	19	29	0	16	33	14	35	0	34	16	14	34	0	33	15	32	18	0	28	20	29	21	0	33	19	26	20	0	16	36	24	21	0	27	22	17	32	0	23	21	33	21	0	25	23	21	29	0	21	24	29	24	0	22	30	21	25	0	29	23	23	22	0	28	22	22	25	0	28	22	22	26	0	27	22	22	27	0	27	22	23	26	0	27	22	22	27	0	27	23	22	26	0	27	23	22	26	0	28	22	22	26	0	27	22	22	27	0	27	22	22	26	0	27	22	22	27	0	27	23	22	27	0	27	23	21	27	0	27	22	22	27	0	27	22	22	27	0	26	23	23	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	23	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	21	27	0	27	23	22	27	0	27	22	22	27	0
1141	Homo sapiens	ATAC-seq	SRR6418909	ftp.sra.ebi.ac.uk/vol1/fastq/SRR641/009/SRR6418909/SRR6418909_1.fastq.gz	Disruption of the TFAP2A regulatory domain causes Branchio-Oculo-Facial Syndrome (BOFS) and illuminates pathomechanisms for other human neurocristopathies [ATAC-seq]	21	25	42	10	0	21	24	19	34	0	23	26	20	29	0	16	31	14	36	0	35	14	15	34	0	36	14	31	17	0	29	19	27	22	0	32	20	25	21	0	14	37	23	23	0	27	21	15	34	0	25	19	33	21	0	27	22	20	30	0	22	24	28	24	0	22	29	20	27	0	30	22	22	23	0	29	22	22	26	0	29	21	20	28	0	28	21	21	28	0	28	21	21	28	0	28	21	21	28	0	28	22	21	27	0	28	21	21	28	0	28	21	22	27	0	28	22	21	27	0	28	21	22	27	0	28	22	21	28	0	27	22	21	28	0	28	21	21	29	0	27	21	21	28	0	27	22	21	28	0	28	21	21	28	0	27	22	21	28	0	27	22	21	28	0	27	22	21	28	0	27	22	21	28	0	28	22	21	28	0	27	21	21	29	0	27	21	21	29	0	27	22	20	29	0	26	22	20	29	0	27	22	20	29	0	26	23	20	29	0	26	23	20	29	0	26	22	20	30	0	25	23	20	30	0	26	23	19	31	0	26	23	19	31	0	26	23	18	31	0	26	23	18	31	0	27	22	18	31	0
7799	Mus musculus	ATAC-seq	SRR9889917	ftp.sra.ebi.ac.uk/vol1/fastq/SRR988/007/SRR9889917/SRR9889917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR988/007/SRR9889917/SRR9889917_2.fastq.gz	Hippo Pathway Deletion in Adult Resting Cardiac Fibroblasts Initiates a Cell State Transition with Spontaneous and Self-Sustaining Fibrosis	22	26	39	11	0	22	23	16	37	0	24	26	18	30	0	19	30	13	36	0	36	15	14	34	0	36	14	30	18	0	31	18	26	22	0	37	18	22	21	0	16	36	23	23	0	30	19	15	34	0	23	19	32	24	0	26	21	20	31	0	22	23	27	26	0	23	28	19	28	0	31	22	21	23	0	30	21	21	27	0	29	20	20	28	0	29	19	20	30	0	28	20	21	28	0	29	20	21	29	0	29	21	20	28	0	29	20	21	28	0	29	20	20	28	0	28	20	21	29	0	29	21	20	28	0	29	21	20	29	0	29	20	20	29	0	29	21	20	29	0	29	21	20	28	0	29	21	20	29	0	29	20	20	28	0	29	20	20	29	0	29	20	20	29	0	29	20	20	29	0	29	20	20	28	0	29	20	20	29	0	28	21	20	28	0	29	21	20	28	0	29	20	20	29	0	28	20	21	29	0	28	20	21	29	0	29	20	21	28	0	29	20	20	28	0	28	21	20	29	0	29	21	20	28	0	28	21	20	29	0	28	21	21	28	0	29	21	20	28	0	28	21	21	28	0	29	21	20	28	0
15468	Mus musculus	ATAC-seq	SRR11873860	ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/060/SRR11873860/SRR11873860_1.fastq.gz	Histone methyltransferase G9a governs the mutant Kras-driven pancreatic carcinogenesis	22	26	39	11	0	23	23	16	36	0	24	26	18	30	0	18	30	13	36	0	36	15	14	34	0	35	14	30	18	0	31	18	26	22	0	35	18	23	22	0	18	34	23	23	0	29	20	16	34	0	24	19	32	23	0	27	21	20	31	0	22	23	27	26	0	24	28	19	28	0	31	22	21	24	0	31	20	20	27	0	30	20	20	29	0	30	19	19	30	0	29	20	20	29	0	29	20	20	30	0	29	20	20	29	0	30	20	20	28	0	29	20	20	28	0	29	20	20	29	0	29	20	20	29	0	29	20	19	30	0	29	20	20	29	0	29	20	19	29	0	29	20	20	29	0	30	20	20	29	0	29	20	20	29	0	29	20	20	29	0	29	20	20	29	0	29	20	20	29	0	29	20	20	29	0	29	20	20	29	0	28	21	20	29	0	29	21	19	29	0	28	20	20	30	0	27	21	20	30	0	26	22	20	30	0	26	22	20	30	0	26	22	20	31	0	25	22	19	31	0	25	22	19	32	0	25	23	18	32	0	25	22	18	33	0	25	22	17	33	0	25	22	17	34	0	23	24	17	35	0
15673	Homo sapiens	ATAC-seq	SRR12692182	ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/082/SRR12692182/SRR12692182_1.fastq.gz	Dual DNA/protein tagging of open chromatin unveils dynamics of epigenomic landscapes in leukemia (ATAC-Seq)	18	27	43	9	0	19	28	19	32	0	20	31	19	28	0	15	36	14	33	0	34	16	15	32	0	34	14	36	14	0	28	20	32	18	0	32	21	28	17	0	12	42	25	18	0	26	23	16	32	0	20	22	37	19	0	24	25	22	27	0	18	26	32	22	0	19	33	22	24	0	27	26	25	20	0	26	25	25	22	0	26	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	25	24	24	0	25	24	24	25	0	25	24	25	24	0	25	25	24	24	0	25	24	24	25	0	25	25	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	25	24	25	0	24	24	24	25	0	25	24	24	25	0	25	24	24	24	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0
9232	Mus musculus	ATAC-seq	SRR8762907	ftp.sra.ebi.ac.uk/vol1/fastq/SRR876/007/SRR8762907/SRR8762907.fastq.gz	Accessible chromatin profiles of intestinal epithelial cells upon HNF4 loss in embryos by ATAC-seq	22	26	39	11	0	24	22	15	37	0	26	24	17	31	0	18	29	13	37	0	38	13	13	35	0	37	13	29	18	0	31	18	26	23	0	36	17	23	22	0	17	35	23	23	0	29	19	15	35	0	24	19	31	24	0	27	20	19	31	0	23	22	27	26	0	24	27	19	28	0	32	21	21	23	0	30	20	21	27	0	30	20	20	28	0	29	19	20	30	0	29	20	20	29	0	30	19	20	30	0	29	20	20	28	0	30	19	20	29	0	29	20	20	29	0	29	19	20	29	0	29	20	20	29	0	29	20	20	29	0	29	20	20	29	0	29	21	20	29	0	29	20	20	29	0	29	20	20	29	0	28	20	20	29	0	30	20	20	29	0	30	20	20	29	0	29	20	20	29	0	29	20	20	29	0	29	20	20	29	0	29	21	20	29	0	29	20	20	29	0	29	20	20	29	0	28	20	20	30	0	28	21	20	30	0	27	21	19	30	0	27	21	20	30	0	27	21	19	31	0	27	21	19	31	0	26	22	19	31	0	27	22	19	31	0	27	22	18	31	0	27	21	19	31	0	28	21	18	31	0
21148	Mus musculus	ATAC-seq	SRR11574508	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/008/SRR11574508/SRR11574508_1.fastq.gz	Discrete regulation of β-catenin-mediated transcription governs identity of intestinal epithelial stem cells	21	27	39	12	0	20	24	16	38	0	23	27	18	29	0	16	28	14	39	0	34	15	15	34	0	35	14	30	19	0	30	18	27	22	0	34	18	23	23	0	17	34	23	24	0	28	20	17	33	0	23	20	32	23	0	27	22	20	30	0	22	23	28	25	0	23	28	20	27	0	30	22	23	23	0	29	21	22	26	0	29	20	21	28	0	29	20	21	28	0	27	21	21	29	0	28	20	20	29	0	28	21	21	28	0	28	21	21	28	0	28	21	22	28	0	28	21	21	28	0	28	21	21	28	0	28	21	21	29	0	28	21	21	28	0	28	21	20	29	0	28	21	21	28	0	28	22	21	28	0	27	21	21	29	0	28	21	21	28	0	28	21	21	28	0	28	21	21	29	0	27	21	21	28	0	28	22	21	28	0	27	21	21	29	0	28	21	20	29	0	27	21	21	29	0	27	21	21	29	0	26	22	20	29	0	26	22	20	30	0	26	22	20	30	0	26	22	20	31	0	25	22	20	31	0	25	23	19	31	0	26	22	19	31	0	26	22	18	31	0	26	22	19	31	0	27	22	18	31	0
22086	Mus musculus	ATAC-seq	SRR10024571	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/071/SRR10024571/SRR10024571_1.fastq.gz	Initiation of Parental Genome Reprogramming in Fertilized Oocyte by Splicing Kinase SRPK1-Catalyzed Protamine Phosphorylation	19	26	43	10	0	21	24	18	35	0	22	28	20	28	0	17	33	14	35	0	35	15	14	34	0	35	14	32	17	0	29	20	28	21	0	34	19	25	20	0	14	39	25	20	0	28	20	15	34	0	21	20	34	22	0	25	22	21	30	0	21	25	29	24	0	22	30	20	26	0	29	24	23	22	0	28	22	22	25	0	27	22	22	26	0	27	22	22	27	0	26	22	23	27	0	27	22	22	27	0	26	23	23	26	0	27	22	22	26	0	27	23	23	26	0	28	23	22	26	0	28	23	22	25	0	28	22	22	26	0	27	22	24	26	0	27	22	23	26	0	27	22	23	26	0	27	22	23	26	0	27	22	23	26	0	27	22	22	26	0	27	23	23	26	0	27	22	23	27	0	26	22	23	27	0	26	22	23	27	0	26	23	23	27	0	27	22	22	27	0	26	23	22	27	0	26	22	22	28	0	26	22	23	27	0	26	23	22	27	0	26	23	22	27	0	25	23	22	28	0	25	23	22	28	0	25	23	21	29	0	25	23	21	28	0	25	23	21	29	0	25	23	21	29	0	26	23	20	28	0
17633	Homo sapiens	ATAC-seq	SRR12515185	ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/085/SRR12515185/SRR12515185_1.fastq.gz	Genome-wide chromatin accessibility analysis of MRTF-active subpopulations in human basal cell carcinoma	23	26	38	11	0	21	25	16	36	0	23	27	17	30	0	16	33	12	37	0	36	14	13	35	0	37	13	32	16	0	31	18	28	21	0	36	18	25	19	0	15	39	24	21	0	29	20	15	35	0	22	20	34	21	0	26	22	19	31	0	21	24	29	25	0	21	30	20	27	0	30	23	23	23	0	29	22	22	25	0	29	22	21	27	0	29	21	21	28	0	28	21	21	28	0	28	21	21	27	0	28	21	22	27	0	28	22	21	28	0	28	21	22	27	0	28	22	22	27	0	28	22	22	27	0	28	22	21	27	0	28	22	21	28	0	28	21	21	28	0	28	21	21	28	0	28	21	21	27	0	29	21	22	27	0	28	21	21	28	0	28	21	21	28	0	27	21	21	28	0	27	22	21	28	0	29	21	21	27	0	28	21	21	27	0	29	21	21	27	0	28	21	21	28	0	28	21	21	28	0	28	21	21	27	0	28	21	21	28	0	28	22	21	28	0	27	21	21	28	0	28	22	21	27	0	28	22	21	27	0	28	22	21	28	0	28	21	21	28	0	28	21	21	28	0	28	22	21	28	0
15748	Mus musculus	ATAC-seq	SRR7608397	ftp.sra.ebi.ac.uk/vol1/fastq/SRR760/007/SRR7608397/SRR7608397.fastq.gz	Genome-wide maps of chromatin state in renin cells	20	25	43	10	0	20	23	16	38	0	23	26	20	30	0	17	31	13	38	0	36	12	13	36	0	38	12	32	16	0	30	18	28	22	0	38	17	24	20	0	13	40	24	21	0	31	18	13	36	0	22	18	35	23	0	27	20	19	32	0	22	23	29	25	0	23	28	19	28	0	32	21	22	22	0	30	20	21	27	0	29	20	20	28	0	29	20	20	29	0	28	21	21	28	0	29	20	21	29	0	28	21	21	27	0	29	20	21	28	0	29	21	21	28	0	29	20	21	28	0	29	20	21	28	0	29	20	20	28	0	29	20	21	28	0	29	21	20	28	0	29	21	20	28	0	29	21	20	28	0	28	20	21	28	0	29	20	20	28	0	29	21	21	28	0	29	20	20	29	0	29	20	20	28	0	29	20	20	29	0	28	21	20	28	0	30	20	20	29	0	29	20	21	28	0	28	20	21	29	0	28	20	21	28	0	29	20	20	28	0	29	20	20	29	0	29	21	20	29	0	29	21	20	28	0	29	21	20	29	0	29	20	21	28	0	29	21	20	28	0	28	20	21	29	0	29	20	20	29	0
4990	Mus musculus	ATAC-seq	SRR5582460	ftp.sra.ebi.ac.uk/vol1/fastq/SRR558/000/SRR5582460/SRR5582460_1.fastq.gz	Tcf-1 shapes the chromatin landscape of naive T cells	
8882	Mus musculus	ATAC-seq	SRR9927147	ftp.sra.ebi.ac.uk/vol1/fastq/SRR992/007/SRR9927147/SRR9927147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR992/007/SRR9927147/SRR9927147_2.fastq.gz	ATAC-seq analyses with wild-type and PML KO mESCs	21	25	40	11	0	20	24	17	36	0	23	27	18	29	0	16	30	13	38	0	36	13	13	35	0	38	13	30	17	0	29	18	28	23	0	34	18	25	21	0	16	36	24	23	0	27	21	16	34	0	24	19	33	22	0	27	22	20	29	0	21	24	28	26	0	23	28	20	27	0	30	23	23	22	0	29	22	22	26	0	29	21	20	28	0	29	21	20	28	0	27	21	22	28	0	28	21	20	28	0	28	22	21	27	0	28	21	21	27	0	28	21	22	27	0	28	21	22	28	0	28	22	22	27	0	28	22	21	28	0	28	22	21	27	0	27	21	21	28	0	28	21	21	28	0	28	22	21	28	0	26	21	22	29	0	28	21	21	27	0	28	21	21	27	0	27	21	22	28	0	27	22	22	27	0	27	21	22	28	0	26	21	22	29	0	28	21	21	28	0	28	22	21	28	0	27	22	21	29	0	27	22	21	28	0	26	22	21	28	0	26	22	21	29	0	26	22	21	30	0	25	23	20	30	0	25	23	20	30	0	25	23	20	30	0	26	23	20	30	0	25	22	19	31	0	26	23	19	31	0
21770	Mus musculus	ATAC-seq	SRR8550325	ftp.sra.ebi.ac.uk/vol1/fastq/SRR855/005/SRR8550325/SRR8550325_1.fastq.gz	Regulatory divergence during mouse limb evolution	
20175	Mus musculus	ATAC-seq	SRR11601812	ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/012/SRR11601812/SRR11601812_1.fastq.gz	Generation of Inner Ear Hair Cells by Direct Lineage Conversion of Primary Somatic Cells [ATAC-seq]	
15021	Mus musculus	ATAC-seq	SRR11113139	ftp.sra.ebi.ac.uk/vol1/fastq/SRR111/039/SRR11113139/SRR11113139_1.fastq.gz	Transcription Factor GATA2 Promotes Chromatin Remodeling at the Super-Enhancers of the Key Mast Cell Identity Genes and Primes Enhancers to Respond to Antigenic Stimulation	19	27	43	9	0	20	25	17	35	0	21	30	20	27	0	16	34	14	34	0	35	15	15	33	0	34	14	34	15	0	28	21	30	19	0	36	18	26	18	0	13	40	26	19	0	28	21	16	33	0	20	21	37	21	0	24	24	22	28	0	18	26	32	22	0	20	32	21	25	0	28	25	25	20	0	27	23	24	25	0	27	23	23	25	0	26	22	23	26	0	25	24	25	24	0	26	23	24	25	0	25	25	24	24	0	27	23	23	25	0	26	24	24	24	0	26	23	24	25	0	25	24	25	24	0	26	23	24	25	0	25	24	24	24	0	26	24	23	25	0	26	24	24	25	0	26	23	23	25	0	25	24	24	25	0	26	23	24	25	0	25	24	23	26	0	25	24	23	26	0	25	23	24	26	0	26	24	23	26	0	25	25	23	25	0	25	24	23	26	0	23	24	24	26	0	23	24	23	28	0	22	25	23	28	0	22	25	22	29	0	22	25	22	29	0	22	26	21	30	0	22	25	20	31	0	21	26	20	31	0	22	25	20	32	0	22	26	19	31	0	23	25	19	31	0	24	25	18	30	0
16263	Mus musculus	ATAC-seq	SRR11539111	ftp.sra.ebi.ac.uk/vol1/fastq/SRR115/011/SRR11539111/SRR11539111_1.fastq.gz	Epigenetic Profiling of Cardiac Pacemaker Cells Reveals a Conserved Isl1 Enhancer That Regulates Sinoatrial Node Development and Function	19	25	45	8	0	19	24	18	37	0	21	28	21	28	0	15	33	13	37	0	37	13	13	36	0	36	13	34	16	0	29	20	29	20	0	35	18	25	20	0	13	39	24	22	0	28	21	15	35	0	22	19	36	21	0	26	21	20	31	0	20	24	30	24	0	22	30	19	27	0	31	23	23	21	0	28	21	22	26	0	28	21	21	27	0	28	21	21	28	0	27	22	22	27	0	28	21	22	28	0	27	23	22	26	0	28	21	21	27	0	28	22	21	27	0	27	21	22	28	0	27	21	22	27	0	28	22	21	28	0	28	22	22	27	0	28	22	21	27	0	28	22	21	27	0	28	22	21	28	0	27	22	22	27	0	28	22	21	28	0	28	22	21	28	0	27	21	21	28	0	28	21	21	27	0	28	21	21	28	0	27	22	21	27	0	28	22	21	28	0	27	22	21	28	0	27	21	22	28	0	27	22	22	28	0	27	22	21	28	0	27	22	21	29	0	27	22	20	29	0	27	22	21	28	0	26	22	21	29	0	26	22	21	29	0	27	22	20	29	0	26	22	21	29	0	27	22	20	29	0
14819	Mus musculus	ATAC-seq	SRR12044363	ftp.sra.ebi.ac.uk/vol1/fastq/SRR120/063/SRR12044363/SRR12044363_1.fastq.gz	Identification of conserved cis-regulatory elements impact Mecp2 level and neurological functions	19	27	41	11	0	20	28	18	33	0	21	30	19	28	0	16	36	14	32	0	34	17	15	32	0	32	15	35	15	0	28	20	30	19	0	32	20	27	19	0	14	40	25	19	0	27	23	17	32	0	20	21	37	20	0	24	25	22	28	0	19	25	31	22	0	20	32	21	24	0	28	25	25	20	0	27	24	24	24	0	26	23	24	25	0	25	23	23	26	0	25	24	23	25	0	26	23	24	25	0	25	24	23	25	0	26	23	23	25	0	26	24	24	25	0	26	24	24	25	0	25	24	24	25	0	25	24	23	25	0	25	24	23	25	0	26	24	23	25	0	26	24	23	25	0	25	24	23	25	0	26	24	24	25	0	26	24	23	25	0	26	23	23	26	0	26	23	23	25	0	26	24	24	25	0	26	23	23	26	0	25	24	23	25	0	25	24	23	26	0	25	24	23	26	0	25	24	24	26	0	25	24	24	25	0	26	23	24	25	0	25	24	23	25	0	26	24	23	25	0	25	24	24	25	0	25	24	23	26	0	25	24	23	26	0	25	24	23	26	0	25	24	24	25	0	26	24	23	25	0
6641	Mus musculus	ATAC-seq	SRR10244747	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/047/SRR10244747/SRR10244747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/047/SRR10244747/SRR10244747_2.fastq.gz	In vivo epigenetic CRISPR screen identifies Asf1a as an immunotherapeutic target in Kras-mutant lung adenocarcinoma	19	24	39	11	4	20	25	17	35	0	22	28	19	29	0	17	32	14	36	0	35	15	14	34	0	35	14	32	17	0	30	19	28	22	0	34	18	25	20	0	15	37	24	22	0	27	21	16	33	0	23	20	34	22	0	26	23	20	29	0	21	24	29	24	0	22	30	20	26	0	30	23	23	22	0	28	22	22	26	0	28	21	21	27	0	28	22	21	27	0	27	21	22	28	0	28	21	21	28	0	27	22	22	26	0	27	22	22	27	0	27	22	23	26	0	27	22	22	27	0	27	22	23	27	0	27	22	22	27	0	27	22	22	26	0	27	22	21	28	0	27	22	21	27	0	27	22	21	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	27	22	22	27	0	26	22	22	27	0	27	22	21	27	0	27	22	22	27	0	26	23	21	28	0	26	23	21	28	0	26	23	21	28	0	25	23	21	29	0	25	23	21	29	0	25	23	20	29	0	24	24	20	30	0	25	23	20	30	0	26	23	20	30	0	26	23	19	30	0	27	22	19	30	0
21929	Mus musculus	ATAC-seq	SRR10913279	ftp.sra.ebi.ac.uk/vol1/fastq/SRR109/079/SRR10913279/SRR10913279_1.fastq.gz	Meis2 sets up the ground state for palatal osteogenesis in mice	18	27	43	10	0	20	27	18	33	0	20	30	20	28	0	15	36	14	33	0	34	16	16	32	0	33	14	36	14	0	29	20	31	18	0	34	20	27	18	0	13	42	25	18	0	28	22	15	33	0	20	21	38	20	0	24	24	22	28	0	19	26	31	22	0	19	33	21	25	0	28	25	25	20	0	27	23	24	24	0	27	23	23	25	0	26	23	23	26	0	26	23	24	26	0	25	23	24	26	0	25	24	24	25	0	26	24	24	25	0	26	24	24	25	0	26	24	24	25	0	25	24	24	25	0	26	24	24	25	0	26	24	24	25	0	25	24	23	25	0	26	24	23	25	0	25	24	24	25	0	25	23	24	25	0	26	24	24	25	0	25	24	24	25	0	26	23	24	25	0	26	24	24	25	0	26	23	23	25	0	25	24	24	25	0	25	24	24	25	0	26	24	24	25	0	25	23	24	25	0	25	24	24	25	0	25	24	24	25	0	26	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	25	24	24	25	0	26	23	24	25	0
23613	Mus musculus	ATAC-seq	SRR10847731	ftp.sra.ebi.ac.uk/vol1/fastq/SRR108/031/SRR10847731/SRR10847731.fastq.gz	An integrative view of the regulatory and transcriptional landscapes in mouse hematopoiesis [ATAC-seq]	
